Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HR554799,054XX W CONGRESS PKWY,GAME/DICE,SIDEWALK,True,2009,41.873876382,-87.76057260799999
HJ308935,055XX W NORTH AVE,GAME/DICE,RESTAURANT,True,2003,41.909386659,-87.764939346
G033718,011XX W THORNDALE AV,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2001,41.990149357,-87.659044556
HN464064,062XX S WINCHESTER AVE,GAME/DICE,SIDEWALK,True,2007,41.780623603,-87.67272368
HJ606834,058XX W WALTON ST,GAME/DICE,STREET,True,2003,41.897499103,-87.77117149200001
HM332881,084XX S COLFAX AVE,GAME/DICE,STREET,True,2006,41.742180567,-87.56122369100001
HM450973,058XX W FULTON ST,GAME/DICE,SIDEWALK,True,2006,41.885638003000004,-87.770515295
HP450509,009XX E 82ND ST,GAME/DICE,SIDEWALK,True,2008,41.74583106,-87.601997936
HL517860,003XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2005,41.886361457,-87.72251730100001
HJ584468,075XX S KINGSTON AVE,GAME/DICE,STREET,True,2003,41.758228305,-87.562720981
HV444713,049XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2012,41.889535537,-87.749223855
HY459361,050XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2015,41.802534845,-87.652656634
HP377948,012XX S FAIRFIELD AVE,GAME/DICE,SIDEWALK,True,2008,41.865150213,-87.694601228
HN429819,057XX S PRINCETON AVE,OTHER,SIDEWALK,True,2007,41.790330168000004,-87.632885175
HM637640,009XX W 53RD ST,BOOKMAKING/SPORTS,ALLEY,True,2006,41.797799729,-87.64829487799999
HK532653,034XX W MONROE ST,GAME/DICE,SIDEWALK,True,2004,41.879578801,-87.711984319
G667587,048XX W GLADYS AV,GAME/DICE,STREET,True,2001,41.875983909,-87.745355956
HK396655,010XX E 132ND ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2004,41.655820179,-87.596024177
G398842,006XX N SPRINGFIELD AV,GAME/DICE,SIDEWALK,True,2001,41.892790502,-87.723414657
HR217287,068XX S EAST END AVE,GAME/DICE,OTHER,True,2009,41.771068348,-87.583799955
HH262740,029XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2002,41.840982681999996,-87.626850277
HM332717,005XX E 88TH PL,GAME/DICE,ALLEY,True,2006,41.733813677,-87.611099449
HH656415,065XX S COTTAGE GROVE AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.776322631,-87.60583837600001
HT418590,055XX W IOWA ST,GAME/DICE,SIDEWALK,True,2011,41.896683309000004,-87.764332085
HM174694,068XX W IRVING PARK RD,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2006,41.952742670999996,-87.798048765
HJ588043,069XX N GREENVIEW AVE,GAME/DICE,STREET,True,2003,42.008260396,-87.667875342
HP577769,013XX N HUDSON AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2008,41.907153315,-87.639680572
HW377597,081XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2013,41.745797707,-87.66453536799999
HR523063,016XX W JONQUIL TER,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,42.021177601,-87.67220843
HR449749,007XX E 43RD ST,GAME/DICE,SIDEWALK,True,2009,41.816792719,-87.608036506
HP315454,0000X W 104TH PL,GAME/DICE,ALLEY,False,2008,41.704421486,-87.624231083
HM574507,013XX W 13TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2006,41.865193687,-87.659936964
HY209099,007XX W 54TH PL,GAME/DICE,SIDEWALK,True,2015,41.795244363,-87.64363535700001
G699060,051XX S INDIANA AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.801652366999996,-87.621164915
HH745181,047XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2002,41.808763006999996,-87.621199872
HZ278334,072XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2016,41.762212773,-87.684396135
HV322897,003XX N LOREL AVE,GAME/DICE,SIDEWALK,True,2012,41.88625035,-87.75895272
HN592675,039XX W MONROE ST,GAME/DICE,SIDEWALK,True,2007,41.879782775,-87.72393128
HX361161,064XX S DR MARTIN LUTHER KING JR DR,GAME/DICE,OTHER,True,2014,41.777484213,-87.615555409
HR514349,008XX N SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.896071148000004,-87.723655246
HJ717659,006XX N ST LOUIS AVE,GAME/DICE,STREET,True,2003,41.89274448,-87.713792309
HJ603631,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.89417086,-87.76792444899999
HL687137,105XX S BENSLEY AVE,OTHER,SIDEWALK,True,2005,41.704127811,-87.563250148
HH654318,008XX W WINDSOR AVE,GAME/DICE,SIDEWALK,True,2002,41.964505972,-87.650880136
HR437777,057XX S PRAIRIE AVE,GAME/DICE,STREET,True,2009,41.790478663,-87.619117764
HV489802,052XX W FERDINAND ST,GAME/DICE,SIDEWALK,True,2012,41.888930998,-87.756666383
HR506309,023XX S STATE ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2009,41.850330711,-87.62702637299999
HS501399,061XX S CARPENTER ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2010,41.782389777,-87.650930154
HR508599,060XX S PRAIRIE AVE,GAME/DICE,ALLEY,True,2009,41.784876685,-87.61897460899999
HS270434,035XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2010,41.871774809,-87.714138041
HV231111,050XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2012,41.877625954,-87.750393514
HM573972,078XX S EAST END AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,False,2006,41.752711469,-87.58333557
HN419980,007XX N CHRISTIANA AVE,GAME/DICE,SIDEWALK,True,2007,41.894146429,-87.71017564700001
HW155440,020XX W 69TH PL,GAME/DICE,SIDEWALK,True,2013,41.767524219,-87.674485639
HL379073,009XX W ADDISON ST,GAME/DICE,CTA PLATFORM,True,2005,41.947252263,-87.65350869
HS345796,008XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2010,41.8957843,-87.75195105
HM447125,070XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2006,41.765749459,-87.667484246
HN632517,039XX W GRENSHAW ST,GAME/DICE,ALLEY,True,2007,41.867096213,-87.723952653
HJ396692,062XX W FLETCHER ST,GAME/DICE,STREET,True,2003,41.937454535,-87.78236878700001
HS303962,035XX W DICKENS AVE,GAME/DICE,SIDEWALK,True,2010,41.919138213000004,-87.71474960399999
HL552666,012XX W 13TH ST,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2005,41.865218779,-87.657667876
HV208552,049XX W CONCORD PL,GAME/DICE,SIDEWALK,True,2012,41.910495918,-87.74973818
HN375219,022XX S KOLIN AVE,GAME/DICE,NEWSSTAND,True,2007,41.85078171,-87.732307237
G179321,019XX W WASHINGTON BL,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2001,41.883268299,-87.67573627899999
HH169598,032XX W BRYN MAWR AV,GAME/AMUSEMENT DEVICE,DRUG STORE,True,2002,41.983064712,-87.709176935
HS249749,012XX S KEDZIE AVE,GAME/DICE,SIDEWALK,True,2010,41.865441601,-87.70564146
HN359304,022XX S MILLARD AVE,GAME/DICE,PARK PROPERTY,True,2007,41.85029276,-87.716176781
HV368388,005XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2012,41.889959979000004,-87.75174678
HS525184,043XX S INDIANA AVE,GAME/DICE,SIDEWALK,True,2010,41.815962426999995,-87.621391584
HZ134828,086XX S CARPENTER ST,GAME/DICE,ALLEY,True,2016,41.737351423,-87.649732732
HX232904,035XX W 13TH PL,GAME/DICE,SIDEWALK,True,2014,41.864096311,-87.71412402600001
HN424681,0000X W 111TH PL,GAME/DICE,ALLEY,True,2007,41.691665898000004,-87.62423938399999
HR355236,051XX W MADISON ST,GAME/DICE,RESTAURANT,True,2009,41.880386193,-87.754095623
HR344244,077XX S WINCHESTER AVE,GAME/DICE,VACANT LOT/LAND,True,2009,41.753379583000005,-87.67200993799999
HN612560,043XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2007,41.877882222,-87.73354419
HH563823,011XX W GRANVILLE AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.994565935,-87.659244409
HM446674,078XX S EMERALD AVE,GAME/DICE,STREET,True,2006,41.751487323,-87.64284329700001
HM383323,0000X E 102ND PL,GAME/DICE,SIDEWALK,True,2006,41.708088133000004,-87.622491493
HV576507,015XX W GARFIELD BLVD,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2012,41.793669875999996,-87.66370422
HK280546,057XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2004,41.789846764,-87.65476368899999
HM393960,036XX W POLK ST,GAME/DICE,SIDEWALK,True,2006,41.870823656,-87.71689355
HS418787,048XX W MAYPOLE AVE,GAME/DICE,SIDEWALK,True,2010,41.88442643,-87.747202863
HP636394,015XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2008,41.860319588,-87.707930841
HJ212111,011XX W CHICAGO AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.896261177,-87.65572097
HY187323,011XX W 68TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2015,41.770524518,-87.653424052
HH443820,116XX S PEORIA ST,GAME/DICE,STREET,True,2002,41.681975306999995,-87.644487509
HN387579,070XX S VINCENNES AVE,GAME/DICE,STREET,True,2007,41.766531124000004,-87.62741477
HM670020,078XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2006,41.751674521999995,-87.667112995
HM477775,070XX S CLYDE AVE,GAME/DICE,SIDEWALK,True,2006,41.767180416,-87.573882016
HJ256135,038XX W LEXINGTON ST,GAME/DICE,STREET,True,2003,41.871672507,-87.72167684799999
HW407274,016XX S HOMAN AVE,GAME/DICE,SIDEWALK,True,2013,41.858315513,-87.71031439299999
HN378129,001XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2007,41.883477487,-87.75762248
HJ539733,062XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2003,41.780737448000004,-87.650885344
HY419722,041XX W WEST END AVE,GAME/DICE,PARK PROPERTY,True,2015,41.883324606,-87.728935993
HN473006,007XX W 59TH ST,GAME/DICE,SIDEWALK,True,2007,41.787053189,-87.64326481299999
HS392595,052XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2010,41.88235046,-87.75669985200001
HP460999,047XX S PRINCETON AVE,GAME/DICE,SIDEWALK,True,2008,41.808148794000005,-87.63333666700001
G755798,014XX S TRUMBULL AV,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.862176442,-87.711789395
HS442497,104XX S MARYLAND AVE,GAME/DICE,ALLEY,True,2010,41.704918012,-87.602732766
G438218,009XX N LEAMINGTON AV,GAME/DICE,SIDEWALK,True,2001,41.89798483,-87.75459777799999
HP585507,007XX N HOMAN AVE,GAME/DICE,SIDEWALK,True,2008,41.89413383,-87.71139517200001
HT456413,126XX S WALLACE ST,GAME/DICE,ABANDONED BUILDING,True,2011,41.663930498,-87.636621044
HS286137,061XX S WABASH AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.783257178,-87.623784773
HN664229,079XX S INDIANA AVE,GAME/DICE,OTHER,True,2007,41.750503749,-87.619755289
JA160757,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2017,41.867097632,-87.723702988
HP303723,014XX S HOMAN AVE,GAME/DICE,SIDEWALK,True,2008,41.861943987,-87.710418671
HK743437,070XX S PERRY AVE,GAME/DICE,SIDEWALK,True,2004,41.766601777,-87.62819477
HX273922,043XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2014,41.878764192,-87.734274019
HK405086,076XX S RACINE AVE,GAME/DICE,PARK PROPERTY,True,2004,41.75501352,-87.65385166
HJ776007,002XX E 69TH PL,GAME/DICE,STREET,True,2003,41.768359493,-87.61952812
G465902,028XX S CALUMET AV,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2001,41.842698274,-87.61893367799999
HP598276,001XX W 112TH ST,GAME/DICE,SIDEWALK,True,2008,41.690730699,-87.626567255
HL193691,061XX S COTTAGE GROVE AVE,GAME/DICE,SIDEWALK,True,2005,41.783414875,-87.605996535
HJ369473,116XX S SANGAMON ST,GAME/DICE,SIDEWALK,True,2003,41.681979819,-87.645699186
HK555975,049XX W NORTH AVE,GAME/DICE,STREET,True,2004,41.909578938,-87.749658362
HH630560,018XX S PULASKI RD,GAME/DICE,SIDEWALK,True,2002,41.856102161,-87.724882944
HM540202,0000X N LONG AVE,GAME/DICE,SIDEWALK,True,2006,41.880910498,-87.76014258100001
HY417170,070XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2015,41.765943035,-87.66020241700001
HL471536,013XX S KOMENSKY AVE,GAME/DICE,SIDEWALK,True,2005,41.863870557,-87.72632548799999
HV455955,071XX S SANGAMON ST,GAME/DICE,SIDEWALK,True,2012,41.764471503,-87.648033716
HN632216,054XX S DAMEN AVE,GAME/DICE,STREET,True,2007,41.794947039,-87.67432954700001
HS232654,001XX W CERMAK RD,GAME/DICE,CTA TRAIN,True,2010,41.852868298000004,-87.63091491
G466981,064XX S DREXEL AV,ILLEGAL ILL LOTTERY,STREET,True,2001,41.778532948,-87.602994022
HM121103,099XX S CRANDON AVE,GAME/DICE,OTHER,True,2006,41.714597905,-87.56702223200001
HR325196,014XX W 79TH ST,GAME/DICE,APARTMENT,True,2009,41.750397942,-87.660438139
G411036,028XX W 64 ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.777157044,-87.69496184200001
HS548872,048XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2010,41.874973714,-87.745295451
HL551623,079XX S BISHOP ST,GAME/DICE,SIDEWALK,True,2005,41.750306372,-87.659797776
HS195052,087XX S SANGAMON ST,GAME/DICE,STREET,True,2010,41.735434996,-87.647279966
HR340651,054XX W WALTON ST,GAME/DICE,SIDEWALK,True,2009,41.897619622,-87.76167546799999
HK460424,015XX W 13TH ST,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2004,41.865100145999996,-87.66459306799999
HM545694,061XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2006,41.782101022,-87.68493994
HZ262951,048XX W FULTON ST,GAME/DICE,SIDEWALK,True,2016,41.885733129,-87.746214056
HS390691,022XX S SPRINGFIELD AVE,GAME/DICE,SIDEWALK,True,2010,41.850649065,-87.722251555
HV584818,030XX W CULLERTON ST,GAME/DICE,SIDEWALK,True,2012,41.854568508,-87.701574277
HH537928,024XX N PULASKI RD,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.925486783000004,-87.72680008
HL522121,009XX W 77TH ST,GAME/DICE,SIDEWALK,True,2005,41.754237558,-87.647039455
HV246581,014XX N LINDER AVE,GAME/DICE,SIDEWALK,True,2012,41.906571306,-87.76332588700001
HS311978,053XX S MAY ST,GAME/DICE,SIDEWALK,True,2010,41.797091099,-87.65373743200001
HX544364,056XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2014,41.790908978000004,-87.68521054899999
HL294463,062XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2005,41.78159369,-87.61444264
G368510,057XX W SUPERIOR ST,GAME/DICE,RESIDENCE,True,2001,41.893762835,-87.76810067299999
G321140,068XX S EAST END AV,OTHER,STREET,True,2001,41.771317175,-87.583661421
HK676116,008XX W 86TH ST,GAME/DICE,SIDEWALK,True,2004,41.737860618,-87.64538552399999
HM373425,013XX N HUDSON AVE,GAME/DICE,SIDEWALK,True,2006,41.907123131,-87.639680899
HM660079,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2006,41.888658426,-87.748890295
G482951,051XX N LINCOLN AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2001,41.975715486,-87.692199433
HH462141,064XX S HOYNE AVE,GAME/DICE,SIDEWALK,True,2002,41.776554944000004,-87.676270301
HV346566,109XX S STATE ST,GAME/DICE,SIDEWALK,True,2012,41.69569634,-87.62319184299999
HJ395455,011XX N MONTICELLO AVE,GAME/DICE,STREET,True,2003,41.901711967,-87.717746295
HN573669,021XX S DRAKE AVE,GAME/DICE,OTHER,True,2007,41.852529421,-87.71364464700001
HL650375,075XX S KINGSTON AVE,OTHER,SIDEWALK,True,2005,41.758543923000005,-87.562724535
HH135591,078XX S PAULINA ST,OTHER,STREET,True,2002,41.75122559,-87.665889951
HW384204,018XX S HAMLIN AVE,GAME/DICE,SIDEWALK,True,2013,41.85651792,-87.719982229
HP104820,003XX S LARAMIE AVE,GAME/DICE,RESTAURANT,True,2008,41.875486177,-87.75488158
HL382564,005XX E BROWNING AVE,GAME/DICE,CHA HALLWAY/STAIRWELL/ELEVATOR,True,2005,41.829864596,-87.613418466
HS183385,057XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2010,41.789701125,-87.685145711
HT388825,007XX N PARKSIDE AVE,GAME/DICE,SIDEWALK,True,2011,41.893942213,-87.76663360799999
HV284905,050XX W MONROE ST,GAME/DICE,SIDEWALK,True,2012,41.879437261999996,-87.75041377299999
HR674427,007XX W GARFIELD BLVD,GAME/DICE,OTHER,True,2009,41.79432621,-87.643832227
HN353035,055XX W HURON ST,GAME/DICE,SIDEWALK,True,2007,41.892933235,-87.764042161
HK282341,080XX S MAY ST,GAME/DICE,STREET,True,2004,41.747867329,-87.652457539
HM721939,002XX N CENTRAL AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.884710837,-87.765022234
HP211194,011XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2008,41.900851493000005,-87.758208446
HS238790,117XX S MORGAN ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.680428005,-87.646865171
HN141861,085XX S PULASKI RD,OTHER,TAVERN/LIQUOR STORE,True,2007,41.737240125999996,-87.721514192
G310058,051XX S MAY ST,GAME/DICE,STREET,True,2001,41.801085495,-87.653984965
HH624290,036XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2002,41.867191602,-87.716120745
HJ620934,082XX S PRINCETON AVE,GAME/DICE,PARK PROPERTY,True,2003,41.744270923,-87.631704085
HK590960,054XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2004,41.795335056999996,-87.66219065
HK344406,011XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2004,41.86751696,-87.703264137
HK611243,022XX W TOUHY AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,42.012242399,-87.686633337
HK208301,039XX W ROOSEVELT RD,BOOKMAKING/SPORTS,SIDEWALK,True,2004,41.866197889,-87.723256295
HN474184,088XX S DR MARTIN LUTHER KING JR DR,ILLEGAL ILL LOTTERY,STREET,True,2007,41.734449587,-87.614477655
HV429311,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2012,41.8653429,-87.717827302
G600956,008XX E 82 ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.745929674,-87.60283230600001
HN564339,066XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2007,41.773275806,-87.66161048
HM574034,059XX S ELIZABETH ST,GAME/DICE,SIDEWALK,True,2006,41.78591253,-87.65587585600001
HP300973,069XX S JUSTINE ST,GAME/DICE,VACANT LOT/LAND,True,2008,41.767908753,-87.66268553100001
HV571700,012XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2012,41.903393005,-87.758277474
HP478377,079XX S PHILLIPS AVE,GAME/DICE,ALLEY,True,2008,41.751234705,-87.5650108
HR456497,074XX S COLFAX AVE,GAME/DICE,SIDEWALK,True,2009,41.76006829,-87.562097869
HP382929,003XX N FRANCISCO AVE,GAME/DICE,SIDEWALK,True,2008,41.887075953,-87.69891105100001
HM443024,005XX N LAWLER AVE,OTHER,STREET,True,2006,41.890201518000005,-87.751755607
HN611332,076XX S EVANS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.756151216999996,-87.606571996
HY334938,051XX W MADISON ST,GAME/DICE,OTHER,True,2015,41.880399914,-87.75300855299999
HM516072,050XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2006,41.89495178,-87.75229283899999
HS228626,052XX W CONGRESS PKWY,GAME/DICE,ALLEY,True,2010,41.87392628,-87.75628723700001
HK328754,040XX W LEXINGTON ST,GAME/DICE,SIDEWALK,True,2004,41.871830825,-87.72669077399999
HR320594,055XX W THOMAS ST,GAME/DICE,SIDEWALK,True,2009,41.900332954,-87.764292339
HN482776,011XX W 104TH PL,GAME/DICE,SIDEWALK,True,2007,41.704106603,-87.65109572
G696983,026XX W NORTH AV,BOLITA OR BOLI PUL/WRITER,STREET,True,2001,41.910153677,-87.69224973700001
HT427127,074XX N HOYNE AVE,GAME/DICE,SIDEWALK,True,2011,42.01718607,-87.68299528200001
G407492,003XX W 59 PL,GAME/DICE,SIDEWALK,True,2001,41.786201367,-87.63355712799999
HM248554,049XX N WESTERN AVE,VIOL CHARITABLE GAME ACT,PARKING LOT/GARAGE(NON.RESID.),True,2006,41.971021366,-87.688984734
HT148731,015XX W 95TH ST,GAME/DICE,SIDEWALK,True,2011,41.721223746999996,-87.661947734
HT454611,052XX W WASHINGTON BLVD,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2011,41.882359401,-87.755748665
HR594896,034XX W MONROE ST,GAME/DICE,SIDEWALK,True,2009,41.879585026,-87.711613381
HL673340,089XX S MAY ST,GAME/DICE,ALLEY,True,2005,41.731489317,-87.65200038399999
HR335819,001XX N LARAMIE AVE,GAME/DICE,SIDEWALK,True,2009,41.883448736,-87.755176994
HV438630,012XX S INDEPENDENCE BLVD,GAME/DICE,SIDEWALK,True,2012,41.86556594,-87.719506601
HH481024,061XX S MAY ST,GAME/DICE,SIDEWALK,True,2002,41.782382216,-87.653357462
HZ377049,050XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2016,41.802718744,-87.65266202299999
HM594875,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2006,41.867101911999995,-87.72347532399999
HJ738393,063XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2003,41.778785401,-87.68484868600001
HJ382951,063XX N CLARK ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2003,41.997133269,-87.670342042
HT357606,050XX S MAY ST,GAME/DICE,SIDEWALK,True,2011,41.802369131,-87.653868712
HK670434,052XX W NORTH AVE,GAME/DICE,SIDEWALK,True,2004,41.909492725,-87.75649238
HN406033,040XX W MONROE ST,GAME/DICE,SIDEWALK,True,2007,41.879747904,-87.72667465100001
HJ785521,051XX S EMERALD AVE,GAME/DICE,ALLEY,True,2003,41.800946975,-87.644091336
HT393897,007XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2011,41.894581495,-87.721164479
HS337439,041XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2010,41.877933506,-87.72919242399999
HM379293,051XX N WINTHROP AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2006,41.975570342,-87.657797212
HR468799,009XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2009,41.897447513,-87.751991061
HP295494,008XX N CLEVELAND AVE,OTHER,SIDEWALK,True,2008,41.898297932,-87.64063225299999
HL563582,068XX S CLAREMONT AVE,GAME/DICE,SIDEWALK,True,2005,41.769504865,-87.682057196
HH696307,066XX S DREXEL AVE,GAME/DICE,SIDEWALK,True,2002,41.774344746,-87.60336048399999
HN297322,003XX N CENTRAL AVE,GAME/DICE,SIDEWALK,True,2007,41.886363166,-87.765081039
HH540374,077XX S MARSHFIELD AVE,GAME/DICE,STREET,True,2002,41.753079426999996,-87.664719985
HX460622,008XX N LOCKWOOD AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2014,41.895403441999996,-87.75806266
HL200520,004XX W 79TH ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.750773621,-87.634642001
HH243119,041XX W GLADYS AV,GAME/DICE,SIDEWALK,True,2002,41.876131125,-87.72930486799999
HK583855,032XX W FLOURNOY ST,GAME/DICE,SIDEWALK,True,2004,41.872771756,-87.70669327799999
HL406628,029XX E 130TH ST,BOLITA OR BOLI PUL/OFFICE,RESIDENCE-GARAGE,True,2005,41.659180291,-87.552547553
HV299166,029XX W HARRISON ST,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2012,41.873760261,-87.699795456
HK324454,063XX S MARYLAND AVE,GAME/DICE,ALLEY,True,2004,41.779262282,-87.60462092799999
HP319251,041XX W WEST END AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2008,41.88331902,-87.729439148
HH637332,062XX S SACRAMENTO AVE,GAME/DICE,SIDEWALK,True,2002,41.780298552,-87.6983001
HR337509,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.881001047,-87.756304376
HZ404610,072XX S ARTESIAN AVE,GAME/DICE,ALLEY,True,2016,41.762212773,-87.684396135
HH261204,078XX S JEFFERY BL,GAME/DICE,STREET,True,2002,41.752561862,-87.576007705
HT168750,043XX W 47TH ST,GAME/AMUSEMENT DEVICE,GAS STATION,True,2011,41.807770266,-87.731697075
HT427354,0000X E 113TH PL,GAME/DICE,OTHER,True,2011,41.688063638,-87.62218843
HS122178,042XX W JACKSON BLVD,GAME/DICE,SIDEWALK,True,2010,41.877014589,-87.731360167
HK459096,084XX S MUSKEGON AVE,GAME/DICE,STREET,True,2004,41.741983196999996,-87.555154477
HS399193,009XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2010,41.898083752,-87.72127795700001
HK311333,066XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2004,41.773286383,-87.685919559
HM433136,052XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2006,41.798727198,-87.66836056700001
HM538118,053XX W OHIO ST,GAME/DICE,SIDEWALK,True,2006,41.891171213,-87.758489945
HL637687,050XX W CHICAGO AVE,GAME/DICE,SIDEWALK,True,2005,41.894961752,-87.751010889
HR395240,061XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2009,41.782269568000004,-87.665498441
HP371725,073XX S RIDGELAND AVE,GAME/DICE,OTHER,True,2008,41.761244993000005,-87.582305221
HS293364,089XX S COTTAGE GROVE AVE,GAME/DICE,SIDEWALK,True,2010,41.732771785,-87.604728989
HP324522,009XX N LOCKWOOD AVE,GAME/DICE,ALLEY,True,2008,41.897623820999996,-87.758119868
HK198052,051XX S MAY ST,GAME/DICE,STREET,True,2004,41.800837592,-87.653829878
HN399542,054XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2007,41.794374423,-87.662167668
HK711992,047XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.808856305999996,-87.621198838
HX494103,063XX S ARTESIAN AVE,GAME/DICE,SIDEWALK,True,2014,41.778453277,-87.68483736700001
HM578594,028XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2006,41.866487195,-87.69766448
HK334679,012XX S ALBANY AVE,GAME/DICE,STREET,True,2004,41.865655671,-87.70313923299999
